experiment_id,template,question_id,question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,question_type,timestamp,experiment_timestamp,model_used,num_questions
final_targeted_20250708_160041,detailed_explanation,148,What kind of graph is an example of an input used in a decision problem?,arbitrary graph,decision tree,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:15.418237,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,149,What is the term for the set of all connected graphs related to this decision problem?,formal language,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:15.772215,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,150,What encoding decision needs to be made in order to determine an exact definition of the formal language?,how graphs are encoded as binary strings,character set,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:15.907114,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,151,A function problem is an example of what?,a computational problem,functional ( solution ) requirements,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:11:16.067466,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,152,How many outputs are expected for each input in a function problem?,a single output,single,0.0,0.5,0.3333333333333333,1,SQuAD baseline,2025-07-08T16:11:16.208114,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,153,The traveling salesman problem is an example of what type of problem?,A function problem,npa - complete,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:16.588853,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,154,"In addition to the traveling salesman problem, what is another example of a function problem?",the integer factorization problem,traveling salesman problem,0.0,0.28571428571428575,0.25,3,SQuAD baseline,2025-07-08T16:11:16.977413,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,155,Is the output of a functional problem typically characterized by a simple or complex answer?,complex,simple,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:17.106790,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,156,How can function problems typically be restated?,decision problems,functions,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:17.224851,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,157,"If two integers are multiplied and output a value, what is this expression set called?",set of triples,summation,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:17.354990,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,158,What is one variable on which the running time may be contingent?,the instance,variable a against variable b,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:11:17.628396,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,159,How is the time needed to obtain the solution to a problem calculated?,as a function of the size of the instance,problem / solution ratio,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:11:17.907118,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,160,In what unit is the size of the input measured?,bits,in si units,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:18.283365,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,161,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,variable a against variable b,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:11:18.436819,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,162,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?,Cobham's thesis,eliminations,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:18.579783,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,163,"If input size is is equal to n, what can respectively be assumed is the function of n?",the time taken,random,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:18.717267,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,164,What term corresponds to the maximum measurement of time across all functions of n? ,worst-case time complexity,n / n,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:19.114938,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,165,How is worst-case time complexity written as an expression?,T(n),structures,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:19.510354,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,166,"Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm?",polynomial time algorithm,t ( n ),0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:11:19.659486,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,167,What is the term for a mathematical model that theoretically represents a general computing machine?,A Turing machine,a mathematical model,0.0,0.3333333333333333,0.3333333333333333,3,SQuAD baseline,2025-07-08T16:11:19.795897,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,168,It is generally assumed that a Turing machine can solve anything capable of also being solved using what?,an algorithm,universal turing machine,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:19.938672,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,169,What is the most commonplace model utilized in complexity theory?,the Turing machine,turing machine,0.0,0.8,0.6666666666666666,2,SQuAD baseline,2025-07-08T16:11:20.318996,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,170,What does a Turing machine handle on a strip of tape?,symbols,manipulates symbols,0.0,0.6666666666666666,1.0,2,SQuAD baseline,2025-07-08T16:11:20.706424,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,171,What is generally considered to be the most basic iteration of a Turing machine?,A deterministic Turing machine,universal turing machine,0.0,0.5714285714285715,0.5,3,SQuAD baseline,2025-07-08T16:11:20.858294,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,172,What fixed set of factors determine the actions of a deterministic Turing machine,rules,two different factors,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:20.992132,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,173,What is the term used to identify a deterministic Turing machine that has additional random bits?,A probabilistic Turing machine,Probabilistic turing machine,0.0,0.8571428571428571,0.75,3,SQuAD baseline,2025-07-08T16:11:21.154144,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,174,What type of Turing machine is capable of multiple actions and extends into a variety of computational paths?,A non-deterministic Turing machine,universal turing machine,0.0,0.5714285714285715,0.5,3,SQuAD baseline,2025-07-08T16:11:21.537744,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,175,What is the term given to algorithms that utilize random bits?,randomized algorithms,randomized algorithm,0.0,0.5,0.5,2,SQuAD baseline,2025-07-08T16:11:21.923666,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,176,Turing machines are commonly employed to define what? ,complexity classes,intelligence,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:22.067016,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,177,What are two factors that directly effect how powerful a Turing machine may or may not be?,time or space,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:22.182921,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,178,"In the determination of complexity classes, what are two examples of types of Turing machines?","probabilistic Turing machines, non-deterministic Turing machines",universal turing machines,0.0,0.5,0.4,3,SQuAD baseline,2025-07-08T16:11:22.327653,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,179,What is an example of a machine model that deviates from a generally accepted multi-tape Turing machine?,random access machines,the universal turing machine,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:11:22.733736,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,180,"In considering Turing machines and alternate variables, what measurement left unaffected by conversion between machine models? ",computational power,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:23.071240,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,181,What two resources commonly consumed by alternate models are typically known to vary?,time and memory,social,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:23.203289,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,182,"What commonality do alternate machine models, such as random access machines, share with Turing machines?",the machines operate deterministically,higher frame rate,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:23.369077,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,183,What type of Turing machine can be characterized by checking multiple possibilities at the same time?,non-deterministic,double turing,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:23.517405,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,184,What often affects or facilitates ease of analysis in computational problems?,unusual resources,data interpretation,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:23.928555,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,185,A non-deterministic Turing machine has the ability to capture what facet of useful analysis?,mathematical models,analysis of data,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:24.321134,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,186,What is the most critical resource in the analysis of computational problems associated with non-deterministic Turing machines?,time,data,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:24.452954,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,187,The time required to output an answer on a deterministic Turing machine is expressed as what?,state transitions,computation time,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:24.582063,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,188,Complexity theory classifies problems based on what primary attribute?,difficulty,environmental,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:24.714051,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,189,What is the expression used to identify any given series of problems capable of being solved within time on a deterministic Turing machine?,DTIME(f(n)),algorithm,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:24.913512,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,190,What is the most critical resource measured to in assessing the determination of a Turing machine's ability to solve any given set of problems?,time,an algorithm,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:25.237150,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,191,Time and space are both examples of what type of resource?,complexity resources,`` natural '' resources,0.0,0.3333333333333333,0.5,4,SQuAD baseline,2025-07-08T16:11:25.618817,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,192,A complexity resource can also be described as what other type of resource?,computational resource,water,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:25.748331,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,193,What is typically used to broadly define complexity measures?,Blum complexity axioms,structures,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:25.879594,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,194,Communication complexity is an example of what type of measure?,Complexity measures,cognitive complexity,0.0,0.5,0.5,2,SQuAD baseline,2025-07-08T16:11:26.027411,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,195,Decision tree is an example of what type of measure?,Complexity measures,decision support tool,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:26.404922,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,196,What are the three primary expressions used to represent case complexity?,"best, worst and average",unit of distance,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:26.800580,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,197,Case complexity likelihoods provide variable probabilities of what general measure? ,complexity measure,likelihood,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:26.931830,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,198,What is one common example of a critical complexity measure?,time,variable error,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:27.088984,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,199,Case complexities provide three likelihoods of what differing variable that remains the same size? ,inputs,variable a against variable b,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:11:27.253447,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,200,What provides a solution to a list of integers provided as input that ned to be sorted?,deterministic sorting algorithm quicksort,an algorithm,0.0,0.3333333333333333,0.25,2,SQuAD baseline,2025-07-08T16:11:27.659146,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,201,"When extensive time is required to sort integers, this represents what case complexity?",worst-case,worst - case,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:28.060046,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,202,What is the expression used to denote a worst case complexity as expressed by time taken?,O(n2),unit of time,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:28.200712,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,203,Classification of resources is contingent on determining the upper and lower bounds of minimum time required by what?  ,the most efficient algorithm,social,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:28.336190,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,204,The analysis of a specific algorithm is typically assigned to what field of computational science?,analysis of algorithms,computer science,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:28.468857,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,205,Which bound of time is more difficult to establish?,lower bounds,distance,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:28.836345,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,206,A specific algorithm demonstrating T(n) represents what measure of time complexity?,upper bound,t ( n ),0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:11:29.237171,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,207,What is the colloquial phrase used to convey the continuum of algorithms with unlimited availability irrespective of time? ,all possible algorithms,algorithm,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:29.394517,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,208,What expression is generally used to convey upper or lower bounds?,big O notation,outermost loop,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:29.556630,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,209,What does a big O notation hide?,constant factors and smaller terms,"hidden, or façade",0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:29.724180,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,210,How would one write T(n) = 7n2 + 15n + 40 in big O notation? ,T(n) = O(n2),summation,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:30.098322,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,211,Big O notation provides autonomy to upper and lower bounds with relationship to what? ,the computational model,function,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:30.465156,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,212,What has complicated definitions that prevent classification into a framework?,complexity classes,taxonomy,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:30.606426,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,213,Complexity classes are generally classified into what?,framework,taxonomy,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:30.744920,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,214,Difficulty in establishing a framework for complexity classes can be caused by what variable?,complicated definitions,variable a against variable b,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:11:30.901155,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,215,Concrete bounding of computation time frequently produces complexity classes contingent upon what?,chosen machine model,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:31.142882,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,216,A multi-tape Turing machine requires what type of time for a solution?,linear time,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:31.381608,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,217,A language solved in quadratic time implies the use of what type of Turing machine?,single-tape Turing machines,universal turing machine,0.0,0.3333333333333333,0.3333333333333333,3,SQuAD baseline,2025-07-08T16:11:31.773063,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,218,What thesis specifies that a polynomial relationship exists within time complexities in a computational model? ,Cobham-Edmonds thesis,dependence syndrome,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:31.906216,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,219,Decision problems capable of being solved by a deterministic Turing machine while maintaining adherence to polynomial time belong to what class?,complexity class P,n - complete,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:32.056796,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,220,What are two examples of measurements are bound within algorithms to establish complexity classes?,time or space,structures,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:32.205986,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,221,What function is used by algorithms to define measurements like time or space?,bounding,time,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:32.547036,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,222,Bounding of time and space or similar measurements is often used by algorithms to define what?,complexity classes,a function,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:32.893624,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,223,What are three examples of complexity classes associated with definitions established by probabilistic Turing machines?,"BPP, ZPP and RP","r, r",0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:33.065451,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,224,AC and NC are complexity classes typically associated with what type of circuit?,Boolean,Boolean,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T16:11:33.196142,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,225,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,quantum,quantum computers,0.0,0.6666666666666666,1.0,2,SQuAD baseline,2025-07-08T16:11:33.329707,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,226,What is the expression used to represent a complexity class of counting problems?,#P,structures,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:33.470952,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,227,IP and AM are most commonly defined by what type of proof system?,Interactive,ip,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:33.862704,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,228,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,computation time,uncertainty in the method,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:11:34.252605,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,229,In what expression can one expect to find DTIME(n),DTIME(n2),computation time,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:34.393316,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,230,What theorems are responsible for determining questions of time and space requirements?,time and space hierarchy theorems,thermodynamics,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:34.559066,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,231,Resources are constrained by hierarchy theorems to produce what?,a proper hierarchy on the classes defined,limitations of current materials science,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:11:34.716596,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,232,What kind of statement is made in the effort of establishing the time and space requirements needed to enhance the ultimate number of problems solved?,quantitative statements,unit of time,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:35.104840,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,233,What is the foundation for separation results within complexity classes?,time and space hierarchy theorems,explanations,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:35.492436,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,234,What is responsible for constraining P according to the time hierarchy theorem?,EXPTIME,the speed of the process,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:11:35.652053,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,235,Within what variable is L constrained according to the space hierarchy theorem?,PSPACE,space,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:35.813343,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,236,What concept is frequently used to define complexity classes?,reduction,function,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:35.942910,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,237,Reduction essentially takes one problem and converts into what?,another problem,reduction,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:36.317360,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,238,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?",reduces,fixed - point combinator,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:11:36.727021,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,239,What are two examples of different types of reduction?,Karp reductions and Levin reductions,reduction programs,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:36.876501,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,240,Polynomial time reductions are an example of what?,the bound on the complexity of reductions,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:36.997948,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,241,What is the most frequently employed type of reduction?,polynomial-time reduction,reduction,0.0,0.6666666666666666,0.5,1,SQuAD baseline,2025-07-08T16:11:37.139859,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,242,What equates to a squared integer according to polynomial time reduction?,multiplying two integers,summation,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:37.518697,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,243,What measurement of time is used in polynomial time reduction?,polynomial time,change in body temperature,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:11:37.918213,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,244,What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?  ,input,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:38.041042,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,245,According to polynomial time reduction squaring can ultimately be logically reduced to what?,multiplication,rational numbers,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:38.172383,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,246,The complexity of problems often depends on what?,the type of reduction being used,context,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:38.316261,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,247,What would create a conflict between a problem X and problem C within the context of reduction? ,if every problem in C can be reduced to X,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:11:38.714257,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,248,An algorithm for X which reduces to C would us to do what?,solve any problem in C,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:39.040829,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,249,A problem set that that is hard for the expression NP can also be stated how?,NP-hard,?,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:39.220503,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,250,The hardest problems in NP can be analogously written as what class of problems?,NP-complete,decision problems,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:39.350342,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,251,NP complete problems contain the lowest likelihood of being located in what problem class?,NP,decision problem,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:39.482089,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,252,"If P = NP is unsolved, and reduction is applied to a known NP-complete problem vis a vis Π2 to  Π1, what conclusion can be drawn for Π1?",there is no known polynomial-time solution,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:39.603101,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,253,"If polynomial time can be utilized within an NP-complete problem, what does the imply P is equal to?",NP,1 / 2π,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:40.014783,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,254,What complexity class is characterized by a computational tasks and efficient algorithms?,P,algorithm,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:40.415025,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,255,What hypothesis is associated with the complexity class of P viewed as a mathematical abstraction with efficient algorithmic functionality?,Cobham–Edmonds thesis,structures,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:40.563950,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,256,What complexity class is commonly characterized by unknown algorithms to enhance solvability?,NP,non-catholic,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:11:40.733771,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,257,What is an example of a problem that rests within the NP complexity class?,Boolean satisfiability problem,decision problems,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:11:40.871986,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,258,In what theoretical machine is it confirmed that a problem in P belies membership in the NP class?,Turing machines,evidence for evolution,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:11:41.272060,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,259,"If P is ultimately proven to be equal tot NP, what effect would this have on the efficiency of problems?",more efficient solutions,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:41.606009,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,260,What is a particular problem in biology that would benefit from determining that P = NP?,protein structure prediction,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:11:41.737109,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,detailed_explanation,261,What is the prize offered for finding a solution to P=NP?,"$1,000,000","us $1,000,000",0.0,0.6666666666666666,1.0,2,SQuAD baseline,2025-07-08T16:11:41.920270,20250708_161845,facebook/rag-token-nq,500
