experiment_id,template,question_id,original_question,base_question,formatted_question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,had_original_question_mark,timestamp
question_mark_20250710_060653,with_question_mark,130,How many outputs are expected for each input in a function problem?,How many outputs are expected for each input in a function problem,How many outputs are expected for each input in a function problem?,a single output,single,0.0,0.5,0.3333333333333333,1,True,2025-07-10T06:21:21.961902
question_mark_20250710_060653,with_question_mark,131,The traveling salesman problem is an example of what type of problem?,The traveling salesman problem is an example of what type of problem,The traveling salesman problem is an example of what type of problem?,A function problem,school bus routing problem,0.0,0.28571428571428575,0.3333333333333333,4,True,2025-07-10T06:21:22.400945
question_mark_20250710_060653,with_question_mark,132,"In addition to the traveling salesman problem, what is another example of a function problem?","In addition to the traveling salesman problem, what is another example of a function problem","In addition to the traveling salesman problem, what is another example of a function problem?",the integer factorization problem,traveling purchaser problem,0.0,0.28571428571428575,0.25,3,True,2025-07-10T06:21:22.913006
question_mark_20250710_060653,with_question_mark,133,Is the output of a functional problem typically characterized by a simple or complex answer?,Is the output of a functional problem typically characterized by a simple or complex answer,Is the output of a functional problem typically characterized by a simple or complex answer?,complex,yes or no,0.0,0.0,0.0,3,True,2025-07-10T06:21:23.501968
question_mark_20250710_060653,with_question_mark,134,How can function problems typically be restated?,How can function problems typically be restated,How can function problems typically be restated?,decision problems,how can problem / solution be restated,0.0,0.0,0.0,7,True,2025-07-10T06:21:24.503304
question_mark_20250710_060653,with_question_mark,135,"If two integers are multiplied and output a value, what is this expression set called?","If two integers are multiplied and output a value, what is this expression set called","If two integers are multiplied and output a value, what is this expression set called?",set of triples,set,0.0,0.5,0.3333333333333333,1,True,2025-07-10T06:21:25.125489
question_mark_20250710_060653,with_question_mark,136,What is a commonly used measurement used to determine the complexity of a computational problem?,What is a commonly used measurement used to determine the complexity of a computational problem,What is a commonly used measurement used to determine the complexity of a computational problem?,how much time the best algorithm requires to solve the problem,,0.0,0.0,0.0,0,True,2025-07-10T06:21:25.466732
question_mark_20250710_060653,with_question_mark,137,What is one variable on which the running time may be contingent?,What is one variable on which the running time may be contingent,What is one variable on which the running time may be contingent?,the instance,architecture,0.0,0.0,0.0,1,True,2025-07-10T06:21:26.009083
question_mark_20250710_060653,with_question_mark,138,How is the time needed to obtain the solution to a problem calculated?,How is the time needed to obtain the solution to a problem calculated,How is the time needed to obtain the solution to a problem calculated?,as a function of the size of the instance,,0.0,0.0,0.0,0,True,2025-07-10T06:21:26.358018
question_mark_20250710_060653,with_question_mark,139,In what unit is the size of the input measured?,In what unit is the size of the input measured,In what unit is the size of the input measured?,bits,in si units,0.0,0.0,0.0,3,True,2025-07-10T06:21:26.772117
question_mark_20250710_060653,with_question_mark,140,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,variable a against variable b,0.0,0.0,0.0,5,True,2025-07-10T06:21:27.611910
question_mark_20250710_060653,with_question_mark,141,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?,Cobham's thesis,stephen cook,0.0,0.0,0.0,2,True,2025-07-10T06:21:28.471099
question_mark_20250710_060653,with_question_mark,142,"If input size is is equal to n, what can respectively be assumed is the function of n?","If input size is is equal to n, what can respectively be assumed is the function of n","If input size is is equal to n, what can respectively be assumed is the function of n?",the time taken,receiving input,0.0,0.0,0.0,2,True,2025-07-10T06:21:28.783132
question_mark_20250710_060653,with_question_mark,143,What term corresponds to the maximum measurement of time across all functions of n? ,What term corresponds to the maximum measurement of time across all functions of n?,What term corresponds to the maximum measurement of time across all functions of n??,worst-case time complexity,n / a,0.0,0.0,0.0,3,False,2025-07-10T06:21:29.229720
question_mark_20250710_060653,with_question_mark,144,How is worst-case time complexity written as an expression?,How is worst-case time complexity written as an expression,How is worst-case time complexity written as an expression?,T(n),asymptotic notation,0.0,0.0,0.0,2,True,2025-07-10T06:21:29.723880
question_mark_20250710_060653,with_question_mark,145,"Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm?","Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm","Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm?",polynomial time algorithm,t - function,0.0,0.0,0.0,3,True,2025-07-10T06:21:30.141951
question_mark_20250710_060653,with_question_mark,146,What is the term for a mathematical model that theoretically represents a general computing machine?,What is the term for a mathematical model that theoretically represents a general computing machine,What is the term for a mathematical model that theoretically represents a general computing machine?,A Turing machine,computational model,0.0,0.0,0.0,2,True,2025-07-10T06:21:30.726037
question_mark_20250710_060653,with_question_mark,147,It is generally assumed that a Turing machine can solve anything capable of also being solved using what?,It is generally assumed that a Turing machine can solve anything capable of also being solved using what,It is generally assumed that a Turing machine can solve anything capable of also being solved using what?,an algorithm,lambda calculus,0.0,0.0,0.0,2,True,2025-07-10T06:21:31.591596
question_mark_20250710_060653,with_question_mark,148,What is the most commonplace model utilized in complexity theory?,What is the most commonplace model utilized in complexity theory,What is the most commonplace model utilized in complexity theory?,the Turing machine,stock market model,0.0,0.0,0.0,3,True,2025-07-10T06:21:32.239211
question_mark_20250710_060653,with_question_mark,149,What does a Turing machine handle on a strip of tape?,What does a Turing machine handle on a strip of tape,What does a Turing machine handle on a strip of tape?,symbols,symbols,1.0,1.0,1.0,1,True,2025-07-10T06:21:32.713833
question_mark_20250710_060653,with_question_mark,150,What is generally considered to be the most basic iteration of a Turing machine?,What is generally considered to be the most basic iteration of a Turing machine,What is generally considered to be the most basic iteration of a Turing machine?,A deterministic Turing machine,,0.0,0.0,0.0,0,True,2025-07-10T06:21:33.050088
question_mark_20250710_060653,with_question_mark,151,What fixed set of factors determine the actions of a deterministic Turing machine,What fixed set of factors determine the actions of a deterministic Turing machine,What fixed set of factors determine the actions of a deterministic Turing machine?,rules,probability,0.0,0.0,0.0,1,False,2025-07-10T06:21:33.566806
question_mark_20250710_060653,with_question_mark,152,What is the term used to identify a deterministic Turing machine that has additional random bits?,What is the term used to identify a deterministic Turing machine that has additional random bits,What is the term used to identify a deterministic Turing machine that has additional random bits?,A probabilistic Turing machine,random number generation,0.0,0.0,0.0,3,True,2025-07-10T06:21:34.299839
question_mark_20250710_060653,with_question_mark,153,What type of Turing machine is capable of multiple actions and extends into a variety of computational paths?,What type of Turing machine is capable of multiple actions and extends into a variety of computational paths,What type of Turing machine is capable of multiple actions and extends into a variety of computational paths?,A non-deterministic Turing machine,universal turing machine,0.0,0.5714285714285715,0.5,3,True,2025-07-10T06:21:35.105736
question_mark_20250710_060653,with_question_mark,154,What is the term given to algorithms that utilize random bits?,What is the term given to algorithms that utilize random bits,What is the term given to algorithms that utilize random bits?,randomized algorithms,randomized algorithm,0.0,0.5,0.5,2,True,2025-07-10T06:21:35.669567
question_mark_20250710_060653,with_question_mark,155,Turing machines are commonly employed to define what? ,Turing machines are commonly employed to define what?,Turing machines are commonly employed to define what??,complexity classes,mathematics,0.0,0.0,0.0,1,False,2025-07-10T06:21:36.128463
question_mark_20250710_060653,with_question_mark,156,What are two factors that directly effect how powerful a Turing machine may or may not be?,What are two factors that directly effect how powerful a Turing machine may or may not be,What are two factors that directly effect how powerful a Turing machine may or may not be?,time or space,limited physical resources,0.0,0.0,0.0,3,True,2025-07-10T06:21:36.578479
question_mark_20250710_060653,with_question_mark,157,"In the determination of complexity classes, what are two examples of types of Turing machines?","In the determination of complexity classes, what are two examples of types of Turing machines","In the determination of complexity classes, what are two examples of types of Turing machines?","probabilistic Turing machines, non-deterministic Turing machines",universal turing machines,0.0,0.5,0.4,3,True,2025-07-10T06:21:36.966581
question_mark_20250710_060653,with_question_mark,158,What is an example of a machine model that deviates from a generally accepted multi-tape Turing machine?,What is an example of a machine model that deviates from a generally accepted multi-tape Turing machine,What is an example of a machine model that deviates from a generally accepted multi-tape Turing machine?,random access machines,non-deterministic,0.0,0.0,0.0,1,True,2025-07-10T06:21:37.556480
question_mark_20250710_060653,with_question_mark,159,"In considering Turing machines and alternate variables, what measurement left unaffected by conversion between machine models? ","In considering Turing machines and alternate variables, what measurement left unaffected by conversion between machine models?","In considering Turing machines and alternate variables, what measurement left unaffected by conversion between machine models??",computational power,variable error,0.0,0.0,0.0,2,False,2025-07-10T06:21:38.456026
question_mark_20250710_060653,with_question_mark,160,What two resources commonly consumed by alternate models are typically known to vary?,What two resources commonly consumed by alternate models are typically known to vary,What two resources commonly consumed by alternate models are typically known to vary?,time and memory,water,0.0,0.0,0.0,1,True,2025-07-10T06:21:39.075486
question_mark_20250710_060653,with_question_mark,161,"What commonality do alternate machine models, such as random access machines, share with Turing machines?","What commonality do alternate machine models, such as random access machines, share with Turing machines","What commonality do alternate machine models, such as random access machines, share with Turing machines?",the machines operate deterministically,data link,0.0,0.0,0.0,2,True,2025-07-10T06:21:39.573117
question_mark_20250710_060653,with_question_mark,162,What type of Turing machine can be characterized by checking multiple possibilities at the same time?,What type of Turing machine can be characterized by checking multiple possibilities at the same time,What type of Turing machine can be characterized by checking multiple possibilities at the same time?,non-deterministic,lambda calculus,0.0,0.0,0.0,2,True,2025-07-10T06:21:40.085727
question_mark_20250710_060653,with_question_mark,163,What often affects or facilitates ease of analysis in computational problems?,What often affects or facilitates ease of analysis in computational problems,What often affects or facilitates ease of analysis in computational problems?,unusual resources,,0.0,0.0,0.0,0,True,2025-07-10T06:21:40.438459
question_mark_20250710_060653,with_question_mark,164,A non-deterministic Turing machine has the ability to capture what facet of useful analysis?,A non-deterministic Turing machine has the ability to capture what facet of useful analysis,A non-deterministic Turing machine has the ability to capture what facet of useful analysis?,mathematical models,data interpretation,0.0,0.0,0.0,2,True,2025-07-10T06:21:40.821763
question_mark_20250710_060653,with_question_mark,165,What is the most critical resource in the analysis of computational problems associated with non-deterministic Turing machines?,What is the most critical resource in the analysis of computational problems associated with non-deterministic Turing machines,What is the most critical resource in the analysis of computational problems associated with non-deterministic Turing machines?,time,computation time,0.0,0.6666666666666666,1.0,2,True,2025-07-10T06:21:41.433014
question_mark_20250710_060653,with_question_mark,166,The time required to output an answer on a deterministic Turing machine is expressed as what?,The time required to output an answer on a deterministic Turing machine is expressed as what,The time required to output an answer on a deterministic Turing machine is expressed as what?,state transitions,computation,0.0,0.0,0.0,1,True,2025-07-10T06:21:42.030006
question_mark_20250710_060653,with_question_mark,167,Complexity theory classifies problems based on what primary attribute?,Complexity theory classifies problems based on what primary attribute,Complexity theory classifies problems based on what primary attribute?,difficulty,problem - solving,0.0,0.0,0.0,3,True,2025-07-10T06:21:42.876037
question_mark_20250710_060653,with_question_mark,168,What is the expression used to identify any given series of problems capable of being solved within time on a deterministic Turing machine?,What is the expression used to identify any given series of problems capable of being solved within time on a deterministic Turing machine,What is the expression used to identify any given series of problems capable of being solved within time on a deterministic Turing machine?,DTIME(f(n)),algorithm,0.0,0.0,0.0,1,True,2025-07-10T06:21:43.313708
question_mark_20250710_060653,with_question_mark,169,What is the most critical resource measured to in assessing the determination of a Turing machine's ability to solve any given set of problems?,What is the most critical resource measured to in assessing the determination of a Turing machine's ability to solve any given set of problems,What is the most critical resource measured to in assessing the determination of a Turing machine's ability to solve any given set of problems?,time,,0.0,0.0,0.0,0,True,2025-07-10T06:21:43.690223
question_mark_20250710_060653,with_question_mark,170,Time and space are both examples of what type of resource?,Time and space are both examples of what type of resource,Time and space are both examples of what type of resource?,complexity resources,`` natural '' resources,0.0,0.3333333333333333,0.5,4,True,2025-07-10T06:21:44.082780
question_mark_20250710_060653,with_question_mark,171,A complexity resource can also be described as what other type of resource?,A complexity resource can also be described as what other type of resource,A complexity resource can also be described as what other type of resource?,computational resource,water,0.0,0.0,0.0,1,True,2025-07-10T06:21:44.561798
question_mark_20250710_060653,with_question_mark,172,What is typically used to broadly define complexity measures?,What is typically used to broadly define complexity measures,What is typically used to broadly define complexity measures?,Blum complexity axioms,cognitive complexity,0.0,0.4,0.3333333333333333,2,True,2025-07-10T06:21:45.185729
question_mark_20250710_060653,with_question_mark,173,Communication complexity is an example of what type of measure?,Communication complexity is an example of what type of measure,Communication complexity is an example of what type of measure?,Complexity measures,amount of communication required,0.0,0.0,0.0,4,True,2025-07-10T06:21:46.059387
question_mark_20250710_060653,with_question_mark,174,Decision tree is an example of what type of measure?,Decision tree is an example of what type of measure,Decision tree is an example of what type of measure?,Complexity measures,decision support tool,0.0,0.0,0.0,3,True,2025-07-10T06:21:46.567158
question_mark_20250710_060653,with_question_mark,175,What are the three primary expressions used to represent case complexity?,What are the three primary expressions used to represent case complexity,What are the three primary expressions used to represent case complexity?,"best, worst and average",,0.0,0.0,0.0,0,True,2025-07-10T06:21:46.971191
question_mark_20250710_060653,with_question_mark,176,Case complexity likelihoods provide variable probabilities of what general measure? ,Case complexity likelihoods provide variable probabilities of what general measure?,Case complexity likelihoods provide variable probabilities of what general measure??,complexity measure,variable error,0.0,0.0,0.0,2,False,2025-07-10T06:21:47.326808
question_mark_20250710_060653,with_question_mark,177,What is one common example of a critical complexity measure?,What is one common example of a critical complexity measure,What is one common example of a critical complexity measure?,time,process,0.0,0.0,0.0,1,True,2025-07-10T06:21:47.799901
question_mark_20250710_060653,with_question_mark,178,Case complexities provide three likelihoods of what differing variable that remains the same size? ,Case complexities provide three likelihoods of what differing variable that remains the same size?,Case complexities provide three likelihoods of what differing variable that remains the same size??,inputs,variable a against variable b,0.0,0.0,0.0,5,False,2025-07-10T06:21:48.251595
question_mark_20250710_060653,with_question_mark,179,What provides a solution to a list of integers provided as input that ned to be sorted?,What provides a solution to a list of integers provided as input that ned to be sorted,What provides a solution to a list of integers provided as input that ned to be sorted?,deterministic sorting algorithm quicksort,an algorithm,0.0,0.3333333333333333,0.25,2,True,2025-07-10T06:21:49.067487
question_mark_20250710_060653,with_question_mark,180,"When extensive time is required to sort integers, this represents what case complexity?","When extensive time is required to sort integers, this represents what case complexity","When extensive time is required to sort integers, this represents what case complexity?",worst-case,worst - case,0.0,0.0,0.0,3,True,2025-07-10T06:21:49.753253
question_mark_20250710_060653,with_question_mark,181,What is the expression used to denote a worst case complexity as expressed by time taken?,What is the expression used to denote a worst case complexity as expressed by time taken,What is the expression used to denote a worst case complexity as expressed by time taken?,O(n2),asymptotic notation,0.0,0.0,0.0,2,True,2025-07-10T06:21:50.234549
question_mark_20250710_060653,with_question_mark,182,Classification of resources is contingent on determining the upper and lower bounds of minimum time required by what?  ,Classification of resources is contingent on determining the upper and lower bounds of minimum time required by what?,Classification of resources is contingent on determining the upper and lower bounds of minimum time required by what??,the most efficient algorithm,`` scarcity '',0.0,0.0,0.0,3,False,2025-07-10T06:21:50.824724
question_mark_20250710_060653,with_question_mark,183,The analysis of a specific algorithm is typically assigned to what field of computational science?,The analysis of a specific algorithm is typically assigned to what field of computational science,The analysis of a specific algorithm is typically assigned to what field of computational science?,analysis of algorithms,computer science,0.0,0.0,0.0,2,True,2025-07-10T06:21:51.219783
question_mark_20250710_060653,with_question_mark,184,Which bound of time is more difficult to establish?,Which bound of time is more difficult to establish,Which bound of time is more difficult to establish?,lower bounds,general relativity,0.0,0.0,0.0,2,True,2025-07-10T06:21:51.570950
question_mark_20250710_060653,with_question_mark,185,A specific algorithm demonstrating T(n) represents what measure of time complexity?,A specific algorithm demonstrating T(n) represents what measure of time complexity,A specific algorithm demonstrating T(n) represents what measure of time complexity?,upper bound,exponential time,0.0,0.0,0.0,2,True,2025-07-10T06:21:52.177183
question_mark_20250710_060653,with_question_mark,186,What is the colloquial phrase used to convey the continuum of algorithms with unlimited availability irrespective of time? ,What is the colloquial phrase used to convey the continuum of algorithms with unlimited availability irrespective of time?,What is the colloquial phrase used to convey the continuum of algorithms with unlimited availability irrespective of time??,all possible algorithms,`` natural '' rights,0.0,0.0,0.0,4,False,2025-07-10T06:21:53.051244
question_mark_20250710_060653,with_question_mark,187,What expression is generally used to convey upper or lower bounds?,What expression is generally used to convey upper or lower bounds,What expression is generally used to convey upper or lower bounds?,big O notation,lower,0.0,0.0,0.0,1,True,2025-07-10T06:21:53.752309
question_mark_20250710_060653,with_question_mark,188,What does a big O notation hide?,What does a big O notation hide,What does a big O notation hide?,constant factors and smaller terms,anonymous function,0.0,0.0,0.0,2,True,2025-07-10T06:21:54.015644
question_mark_20250710_060653,with_question_mark,189,How would one write T(n) = 7n2 + 15n + 40 in big O notation? ,How would one write T(n) = 7n2 + 15n + 40 in big O notation?,How would one write T(n) = 7n2 + 15n + 40 in big O notation??,T(n) = O(n2),73,0.0,0.0,0.0,1,False,2025-07-10T06:21:54.400117
question_mark_20250710_060653,with_question_mark,190,Big O notation provides autonomy to upper and lower bounds with relationship to what? ,Big O notation provides autonomy to upper and lower bounds with relationship to what?,Big O notation provides autonomy to upper and lower bounds with relationship to what??,the computational model,infinity,0.0,0.0,0.0,1,False,2025-07-10T06:21:54.698631
question_mark_20250710_060653,with_question_mark,191,What has complicated definitions that prevent classification into a framework?,What has complicated definitions that prevent classification into a framework,What has complicated definitions that prevent classification into a framework?,complexity classes,metaphysics,0.0,0.0,0.0,1,True,2025-07-10T06:21:55.231737
question_mark_20250710_060653,with_question_mark,192,Complexity classes are generally classified into what?,Complexity classes are generally classified into what,Complexity classes are generally classified into what?,framework,organized complexity,0.0,0.0,0.0,2,True,2025-07-10T06:21:55.652925
question_mark_20250710_060653,with_question_mark,193,Difficulty in establishing a framework for complexity classes can be caused by what variable?,Difficulty in establishing a framework for complexity classes can be caused by what variable,Difficulty in establishing a framework for complexity classes can be caused by what variable?,complicated definitions,resource,0.0,0.0,0.0,1,True,2025-07-10T06:21:56.423139
question_mark_20250710_060653,with_question_mark,194,Concrete bounding of computation time frequently produces complexity classes contingent upon what?,Concrete bounding of computation time frequently produces complexity classes contingent upon what,Concrete bounding of computation time frequently produces complexity classes contingent upon what?,chosen machine model,,0.0,0.0,0.0,0,True,2025-07-10T06:21:57.011046
question_mark_20250710_060653,with_question_mark,195,A multi-tape Turing machine requires what type of time for a solution?,A multi-tape Turing machine requires what type of time for a solution,A multi-tape Turing machine requires what type of time for a solution?,linear time,computation time,0.0,0.5,0.5,2,True,2025-07-10T06:21:57.596677
question_mark_20250710_060653,with_question_mark,196,A language solved in quadratic time implies the use of what type of Turing machine?,A language solved in quadratic time implies the use of what type of Turing machine,A language solved in quadratic time implies the use of what type of Turing machine?,single-tape Turing machines,universal turing machine,0.0,0.3333333333333333,0.3333333333333333,3,True,2025-07-10T06:21:57.976065
question_mark_20250710_060653,with_question_mark,197,What thesis specifies that a polynomial relationship exists within time complexities in a computational model? ,What thesis specifies that a polynomial relationship exists within time complexities in a computational model?,What thesis specifies that a polynomial relationship exists within time complexities in a computational model??,Cobham-Edmonds thesis,,0.0,0.0,0.0,0,False,2025-07-10T06:21:58.410305
question_mark_20250710_060653,with_question_mark,198,Decision problems capable of being solved by a deterministic Turing machine while maintaining adherence to polynomial time belong to what class?,Decision problems capable of being solved by a deterministic Turing machine while maintaining adherence to polynomial time belong to what class,Decision problems capable of being solved by a deterministic Turing machine while maintaining adherence to polynomial time belong to what class?,complexity class P,undecidable,0.0,0.0,0.0,1,True,2025-07-10T06:21:58.770258
question_mark_20250710_060653,with_question_mark,199,What are two examples of measurements are bound within algorithms to establish complexity classes?,What are two examples of measurements are bound within algorithms to establish complexity classes,What are two examples of measurements are bound within algorithms to establish complexity classes?,time or space,metalloenzymes,0.0,0.0,0.0,1,True,2025-07-10T06:21:59.312696
question_mark_20250710_060653,with_question_mark,200,What function is used by algorithms to define measurements like time or space?,What function is used by algorithms to define measurements like time or space,What function is used by algorithms to define measurements like time or space?,bounding,,0.0,0.0,0.0,0,True,2025-07-10T06:21:59.836652
question_mark_20250710_060653,with_question_mark,201,Bounding of time and space or similar measurements is often used by algorithms to define what?,Bounding of time and space or similar measurements is often used by algorithms to define what,Bounding of time and space or similar measurements is often used by algorithms to define what?,complexity classes,stochastic process,0.0,0.0,0.0,2,True,2025-07-10T06:22:00.549209
question_mark_20250710_060653,with_question_mark,202,What are three examples of complexity classes associated with definitions established by probabilistic Turing machines?,What are three examples of complexity classes associated with definitions established by probabilistic Turing machines,What are three examples of complexity classes associated with definitions established by probabilistic Turing machines?,"BPP, ZPP and RP",lambda calculus,0.0,0.0,0.0,2,True,2025-07-10T06:22:01.219094
question_mark_20250710_060653,with_question_mark,203,AC and NC are complexity classes typically associated with what type of circuit?,AC and NC are complexity classes typically associated with what type of circuit,AC and NC are complexity classes typically associated with what type of circuit?,Boolean,Boolean,1.0,1.0,1.0,1,True,2025-07-10T06:22:01.547064
question_mark_20250710_060653,with_question_mark,204,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,quantum,quantum computer,0.0,0.6666666666666666,1.0,2,True,2025-07-10T06:22:02.081363
question_mark_20250710_060653,with_question_mark,205,What is the expression used to represent a complexity class of counting problems?,What is the expression used to represent a complexity class of counting problems,What is the expression used to represent a complexity class of counting problems?,#P,♯,0.0,0.0,0.0,1,True,2025-07-10T06:22:02.456633
question_mark_20250710_060653,with_question_mark,206,IP and AM are most commonly defined by what type of proof system?,IP and AM are most commonly defined by what type of proof system,IP and AM are most commonly defined by what type of proof system?,Interactive,interactive,1.0,1.0,1.0,1,True,2025-07-10T06:22:02.791375
question_mark_20250710_060653,with_question_mark,207,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,computation time,unit of complexity,0.0,0.0,0.0,3,True,2025-07-10T06:22:03.500971
question_mark_20250710_060653,with_question_mark,208,In what expression can one expect to find DTIME(n),In what expression can one expect to find DTIME(n),In what expression can one expect to find DTIME(n)?,DTIME(n2),time - warren,0.0,0.0,0.0,3,False,2025-07-10T06:22:04.263050
question_mark_20250710_060653,with_question_mark,209,What theorems are responsible for determining questions of time and space requirements?,What theorems are responsible for determining questions of time and space requirements,What theorems are responsible for determining questions of time and space requirements?,time and space hierarchy theorems,kinematics,0.0,0.0,0.0,1,True,2025-07-10T06:22:04.967183
question_mark_20250710_060653,with_question_mark,210,Resources are constrained by hierarchy theorems to produce what?,Resources are constrained by hierarchy theorems to produce what,Resources are constrained by hierarchy theorems to produce what?,a proper hierarchy on the classes defined,resources,0.0,0.0,0.0,1,True,2025-07-10T06:22:05.285300
question_mark_20250710_060653,with_question_mark,211,What kind of statement is made in the effort of establishing the time and space requirements needed to enhance the ultimate number of problems solved?,What kind of statement is made in the effort of establishing the time and space requirements needed to enhance the ultimate number of problems solved,What kind of statement is made in the effort of establishing the time and space requirements needed to enhance the ultimate number of problems solved?,quantitative statements,unit of time,0.0,0.0,0.0,3,True,2025-07-10T06:22:05.816293
question_mark_20250710_060653,with_question_mark,212,What is the foundation for separation results within complexity classes?,What is the foundation for separation results within complexity classes,What is the foundation for separation results within complexity classes?,time and space hierarchy theorems,what turns you on,0.0,0.0,0.0,4,True,2025-07-10T06:22:06.348987
question_mark_20250710_060653,with_question_mark,213,What is responsible for constraining P according to the time hierarchy theorem?,What is responsible for constraining P according to the time hierarchy theorem,What is responsible for constraining P according to the time hierarchy theorem?,EXPTIME,the speed of the process,0.0,0.0,0.0,5,True,2025-07-10T06:22:06.826982
question_mark_20250710_060653,with_question_mark,214,Within what variable is L constrained according to the space hierarchy theorem?,Within what variable is L constrained according to the space hierarchy theorem,Within what variable is L constrained according to the space hierarchy theorem?,PSPACE,variable a against variable b,0.0,0.0,0.0,5,True,2025-07-10T06:22:07.731159
question_mark_20250710_060653,with_question_mark,215,What concept is frequently used to define complexity classes?,What concept is frequently used to define complexity classes,What concept is frequently used to define complexity classes?,reduction,decision problems,0.0,0.0,0.0,2,True,2025-07-10T06:22:08.290398
question_mark_20250710_060653,with_question_mark,216,Reduction essentially takes one problem and converts into what?,Reduction essentially takes one problem and converts into what,Reduction essentially takes one problem and converts into what?,another problem,another problem,1.0,1.0,1.0,2,True,2025-07-10T06:22:08.707203
question_mark_20250710_060653,with_question_mark,217,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?","According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y","According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?",reduces,factorials n!,0.0,0.0,0.0,2,True,2025-07-10T06:22:09.326382
question_mark_20250710_060653,with_question_mark,218,What are two examples of different types of reduction?,What are two examples of different types of reduction,What are two examples of different types of reduction?,Karp reductions and Levin reductions,reduction of carbonylthreonylthreonylglutaminylalanyl... isoleucine,0.0,0.0,0.0,4,True,2025-07-10T06:22:11.235485
question_mark_20250710_060653,with_question_mark,219,Polynomial time reductions are an example of what?,Polynomial time reductions are an example of what,Polynomial time reductions are an example of what?,the bound on the complexity of reductions,truth - table reductions,0.0,0.2,0.16666666666666666,4,True,2025-07-10T06:22:11.850598
question_mark_20250710_060653,with_question_mark,220,What is the most frequently employed type of reduction?,What is the most frequently employed type of reduction,What is the most frequently employed type of reduction?,polynomial-time reduction,reduction,0.0,0.6666666666666666,0.5,1,True,2025-07-10T06:22:12.259033
question_mark_20250710_060653,with_question_mark,221,What equates to a squared integer according to polynomial time reduction?,What equates to a squared integer according to polynomial time reduction,What equates to a squared integer according to polynomial time reduction?,multiplying two integers,factorials n!,0.0,0.0,0.0,2,True,2025-07-10T06:22:12.787493
question_mark_20250710_060653,with_question_mark,222,What measurement of time is used in polynomial time reduction?,What measurement of time is used in polynomial time reduction,What measurement of time is used in polynomial time reduction?,polynomial time,polynomial time,1.0,1.0,1.0,2,True,2025-07-10T06:22:13.211127
question_mark_20250710_060653,with_question_mark,223,What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?  ,What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?,What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers??,input,,0.0,0.0,0.0,0,False,2025-07-10T06:22:13.642382
question_mark_20250710_060653,with_question_mark,224,According to polynomial time reduction squaring can ultimately be logically reduced to what?,According to polynomial time reduction squaring can ultimately be logically reduced to what,According to polynomial time reduction squaring can ultimately be logically reduced to what?,multiplication,empty set,0.0,0.0,0.0,2,True,2025-07-10T06:22:14.181283
question_mark_20250710_060653,with_question_mark,225,The complexity of problems often depends on what?,The complexity of problems often depends on what,The complexity of problems often depends on what?,the type of reduction being used,resources,0.0,0.0,0.0,1,True,2025-07-10T06:22:14.987758
question_mark_20250710_060653,with_question_mark,226,What would create a conflict between a problem X and problem C within the context of reduction? ,What would create a conflict between a problem X and problem C within the context of reduction?,What would create a conflict between a problem X and problem C within the context of reduction??,if every problem in C can be reduced to X,what turns you on?,0.0,0.0,0.0,4,False,2025-07-10T06:22:15.721518
question_mark_20250710_060653,with_question_mark,227,An algorithm for X which reduces to C would us to do what?,An algorithm for X which reduces to C would us to do what,An algorithm for X which reduces to C would us to do what?,solve any problem in C,,0.0,0.0,0.0,0,True,2025-07-10T06:22:16.085311
question_mark_20250710_060653,with_question_mark,228,A problem set that that is hard for the expression NP can also be stated how?,A problem set that that is hard for the expression NP can also be stated how,A problem set that that is hard for the expression NP can also be stated how?,NP-hard,solvable,0.0,0.0,0.0,1,True,2025-07-10T06:22:16.528423
