experiment_id,template,template_purpose,dataset,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,652,what engine is in a holden v8 supercar,"Based on retrieved information, answer: what engine is in a holden v8 supercar",V8-engine,v8 engine,0.0,0.0,0.0,2,2025-07-11T16:05:27.086645
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,653,when did the sat become out of 1600,"Based on retrieved information, answer: when did the sat become out of 1600",March 2016,16 november 2016,0.0,0.4,0.5,3,2025-07-11T16:05:27.633866
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,654,when was the minimum wage established in the united states,"Based on retrieved information, answer: when was the minimum wage established in the united states",1938,1938,1.0,1.0,1.0,1,2025-07-11T16:05:27.977024
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,655,when did the rational dress society begin to work,"Based on retrieved information, answer: when did the rational dress society begin to work",1881,the early 20th century,0.0,0.0,0.0,4,2025-07-11T16:05:29.078107
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,656,what is the baby elephants name in jungle book,"Based on retrieved information, answer: what is the baby elephants name in jungle book",Hathi Jr.,eden,0.0,0.0,0.0,1,2025-07-11T16:05:29.955167
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,657,where is fe best absorbed in the body,"Based on retrieved information, answer: where is fe best absorbed in the body",in the duodenum,", based on retrieved information",0.0,0.0,0.0,5,2025-07-11T16:05:31.218938
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,658,who is the biggest selling female group of all time,"Based on retrieved information, answer: who is the biggest selling female group of all time",Spice Girls,spice girls,1.0,1.0,1.0,2,2025-07-11T16:05:32.084961
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,659,epidemiologists attempt to explain the link between health and variables such as,"Based on retrieved information, answer: epidemiologists attempt to explain the link between health and variables such as",biological agents,causal factors,0.0,0.0,0.0,2,2025-07-11T16:05:33.448262
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,660,who won the mens single ice skating 2018,"Based on retrieved information, answer: who won the mens single ice skating 2018",Yuzuru Hanyu,yuzuru hanyu,1.0,1.0,1.0,2,2025-07-11T16:05:34.096548
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,661,where is the boy who played charlie in willy wonka,"Based on retrieved information, answer: where is the boy who played charlie in willy wonka",Peter Gardner[4] Ostrum,peter gardner ostrum,0.0,0.6666666666666666,0.6666666666666666,3,2025-07-11T16:05:34.997051
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,662,where was the first session of the assam association held in1905,"Based on retrieved information, answer: where was the first session of the assam association held in1905",Guwahati,darjeeling,0.0,0.0,0.0,1,2025-07-11T16:05:35.933513
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,663,who played ice queen in chronicles of narnia,"Based on retrieved information, answer: who played ice queen in chronicles of narnia",Tilda Swinton,tilda swinton,1.0,1.0,1.0,2,2025-07-11T16:05:36.324240
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,664,when is season 2 of jessica jones being released,"Based on retrieved information, answer: when is season 2 of jessica jones being released","March 8, 2018","march 8, 2018",1.0,1.0,1.0,3,2025-07-11T16:05:37.416814
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,665,when was united nations convention on the rights of the child created,"Based on retrieved information, answer: when was united nations convention on the rights of the child created",20 November 1989,1989,0.0,0.5,0.3333333333333333,1,2025-07-11T16:05:38.448885
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,666,swan lake the sleeping beauty and the nutcracker are three famous ballets by,"Based on retrieved information, answer: swan lake the sleeping beauty and the nutcracker are three famous ballets by",Pyotr Ilyich Tchaikovsky,pyotr ilyich tchaikovsky,1.0,1.0,1.0,3,2025-07-11T16:05:39.928496
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,667,what type of database is library literature and information science,"Based on retrieved information, answer: what type of database is library literature and information science",bibliographic database,data visuali zation,0.0,0.0,0.0,3,2025-07-11T16:05:40.621613
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,668,when did the united states start using the death penalty,"Based on retrieved information, answer: when did the united states start using the death penalty",the beginning,in 1608,0.0,0.0,0.0,2,2025-07-11T16:05:40.934253
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,669,when was coffee first made into a drink,"Based on retrieved information, answer: when was coffee first made into a drink",15th century,1587,0.0,0.0,0.0,1,2025-07-11T16:05:41.887148
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,670,who is jared on the bold and the beautiful,"Based on retrieved information, answer: who is jared on the bold and the beautiful",Andrew Collins,jared smith,0.0,0.0,0.0,2,2025-07-11T16:05:42.778652
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,671,who wrote knock knock knocking on heavens door,"Based on retrieved information, answer: who wrote knock knock knocking on heavens door",Bob Dylan,bob dylan,1.0,1.0,1.0,2,2025-07-11T16:05:43.565345
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,672,when did the movie napoleon dynamite come out,"Based on retrieved information, answer: when did the movie napoleon dynamite come out","June 11, 2004","june 11, 2004",0.0,1.0,1.0,3,2025-07-11T16:05:45.083557
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,673,who starred in an officer and a gentleman,"Based on retrieved information, answer: who starred in an officer and a gentleman",Richard Gere,richard gere,1.0,1.0,1.0,2,2025-07-11T16:05:46.559810
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,674,who plays chummy's mother in call the midwife,"Based on retrieved information, answer: who plays chummy's mother in call the midwife",Cheryl Campbell,cheryl campbell,1.0,1.0,1.0,2,2025-07-11T16:05:47.567069
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,675,name two fibres which are made of proteins,"Based on retrieved information, answer: name two fibres which are made of proteins",feathers,keratin,0.0,0.0,0.0,1,2025-07-11T16:05:47.822117
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,676,how many super bowl games has the patriots played in,"Based on retrieved information, answer: how many super bowl games has the patriots played in",10,ten,0.0,0.0,0.0,1,2025-07-11T16:05:48.163089
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,677,where do they put the tomb vampires in order to burn them during founders day,"Based on retrieved information, answer: where do they put the tomb vampires in order to burn them during founders day",the Gilbert building,based on retrieved information,0.0,0.0,0.0,4,2025-07-11T16:05:48.907459
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,678,who is the king and queen of the netherlands,"Based on retrieved information, answer: who is the king and queen of the netherlands",Queen Máxima of the Netherlands,willem - alexander,0.0,0.0,0.0,3,2025-07-11T16:05:50.230588
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,679,where is gall bladder situated in human body,"Based on retrieved information, answer: where is gall bladder situated in human body",beneath the liver,the base of the pelvis,0.0,0.28571428571428575,0.3333333333333333,5,2025-07-11T16:05:51.814373
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,680,what is the current population of bora bora,"Based on retrieved information, answer: what is the current population of bora bora","10,605","1,089,615",0.0,0.0,0.0,1,2025-07-11T16:05:52.790332
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,681,where does tropic of cancer pass in india,"Based on retrieved information, answer: where does tropic of cancer pass in india",Chhattisgarh,bengaluru ( bengaluru ),0.0,0.0,0.0,4,2025-07-11T16:05:53.930358
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,682,who made the song falling in love with you,"Based on retrieved information, answer: who made the song falling in love with you",Hugo Peretti,hugo peretti,1.0,1.0,1.0,2,2025-07-11T16:05:54.954710
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,683,which is produced in plants of narora kakrapar tarapur,"Based on retrieved information, answer: which is produced in plants of narora kakrapar tarapur",Atomic Power,bryophytes,0.0,0.0,0.0,1,2025-07-11T16:05:56.278001
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,684,what is the first book of percy jackson,"Based on retrieved information, answer: what is the first book of percy jackson",The Lightning Thief,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:05:57.329953
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,685,who was originally cast to play indiana jones,"Based on retrieved information, answer: who was originally cast to play indiana jones",Tom Selleck,tom selleck,1.0,1.0,1.0,2,2025-07-11T16:05:58.667710
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,686,what proposition made the insurance commissioner an elected position,"Based on retrieved information, answer: what proposition made the insurance commissioner an elected position",Proposition 103,,0.0,0.0,0.0,0,2025-07-11T16:05:59.180303
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,687,who played amy grant i i can only imagine,"Based on retrieved information, answer: who played amy grant i i can only imagine",Nicole DuPort,eden,0.0,0.0,0.0,1,2025-07-11T16:06:00.137641
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,688,who sings the song only in my dreams,"Based on retrieved information, answer: who sings the song only in my dreams",Debbie Gibson,debbie gibson,1.0,1.0,1.0,2,2025-07-11T16:06:00.712445
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,689,who appoints the chair of the federal reserve system,"Based on retrieved information, answer: who appoints the chair of the federal reserve system",President of the United States,president of the united states,1.0,1.0,1.0,5,2025-07-11T16:06:01.096716
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,690,who wins the next iron chef super chefs,"Based on retrieved information, answer: who wins the next iron chef super chefs",Zakarian,jose garces,0.0,0.0,0.0,2,2025-07-11T16:06:01.606364
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,691,when does body temperature tend to be lowest,"Based on retrieved information, answer: when does body temperature tend to be lowest",11 p.m. to 3 a.m.,hypothermia,0.0,0.0,0.0,1,2025-07-11T16:06:01.849613
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,692,who sings the whiskey ain't workin anymore,"Based on retrieved information, answer: who sings the whiskey ain't workin anymore",Dennis Locorriere,travis tritt,0.0,0.0,0.0,2,2025-07-11T16:06:03.026400
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,693,what year is it for the jewish calendar,"Based on retrieved information, answer: what year is it for the jewish calendar",AM 5778,am 5778,1.0,1.0,1.0,2,2025-07-11T16:06:04.225281
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,694,chief ministers of tamil nadu mentioned on wikipedia,"Based on retrieved information, answer: chief ministers of tamil nadu mentioned on wikipedia",Ramakrishna Ranga Rao,edappadi k. palaniswami,0.0,0.0,0.0,3,2025-07-11T16:06:05.772314
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,695,what is the function of a political action committee (pac),"Based on retrieved information, answer: what is the function of a political action committee (pac)",pools campaign contributions from members,political action committee,0.0,0.0,0.0,3,2025-07-11T16:06:06.398024
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,696,who has the most followers in the world on instagram,"Based on retrieved information, answer: who has the most followers in the world on instagram",Instagram's own account,instagram,0.0,0.0,0.0,1,2025-07-11T16:06:07.226161
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,697,what type of political system does el salvador have,"Based on retrieved information, answer: what type of political system does el salvador have",a presidential representative democratic republic,presidential representative democratic republic,0.0,0.888888888888889,0.8,4,2025-07-11T16:06:08.083660
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,698,where is simple squamous epithelium found in the body,"Based on retrieved information, answer: where is simple squamous epithelium found in the body",alveoli,alveoli,1.0,1.0,1.0,1,2025-07-11T16:06:08.996104
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,699,who is president of india in present time,"Based on retrieved information, answer: who is president of india in present time",Ram Nath Kovind,ram nath kovind,1.0,1.0,1.0,3,2025-07-11T16:06:10.138625
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,700,what role does the president play in foreign affairs,"Based on retrieved information, answer: what role does the president play in foreign affairs",negotiates treaties with foreign nations,negotiates treaties with foreign nations,1.0,1.0,1.0,5,2025-07-11T16:06:11.592067
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,701,when did ole miss beat alabama in football,"Based on retrieved information, answer: when did ole miss beat alabama in football","October 3, 1970","september 19, 2015",0.0,0.0,0.0,3,2025-07-11T16:06:12.746728
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,702,what grade was arnold from hey arnold in,"Based on retrieved information, answer: what grade was arnold from hey arnold in",fourth,juniors,0.0,0.0,0.0,1,2025-07-11T16:06:13.480540
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,703,who translated the play neel darpan into english,"Based on retrieved information, answer: who translated the play neel darpan into english",Michael Madhusudan Dutta,roger miller,0.0,0.0,0.0,2,2025-07-11T16:06:14.357869
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,704,when does the miz and maryse show start,"Based on retrieved information, answer: when does the miz and maryse show start",2018,"july 24, 2018",0.0,0.5,1.0,3,2025-07-11T16:06:14.641337
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,705,what channel is celebrity big brother on in the usa,"Based on retrieved information, answer: what channel is celebrity big brother on in the usa",CBS,nbc,0.0,0.0,0.0,1,2025-07-11T16:06:15.372891
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,706,what is on top of us capitol building,"Based on retrieved information, answer: what is on top of us capitol building",The Statue of Freedom,statue of freedom,0.0,0.8571428571428571,0.75,3,2025-07-11T16:06:16.389896
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,707,who made the most free throws in nba history,"Based on retrieved information, answer: who made the most free throws in nba history",Karl Malone,karl malone,1.0,1.0,1.0,2,2025-07-11T16:06:17.790812
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,708,who is the first president to be impeached,"Based on retrieved information, answer: who is the first president to be impeached",Andrew Johnson,andrew johnson,1.0,1.0,1.0,2,2025-07-11T16:06:18.776971
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,709,why does kerosene oil rise up in the wick of lantern,"Based on retrieved information, answer: why does kerosene oil rise up in the wick of lantern",capillary action,,0.0,0.0,0.0,0,2025-07-11T16:06:19.016832
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,710,when did the sims 4 toddlers come out,"Based on retrieved information, answer: when did the sims 4 toddlers come out",January 2017,2000,0.0,0.0,0.0,1,2025-07-11T16:06:19.652440
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,711,how many episodes of season 5 of curse of oak island,"Based on retrieved information, answer: how many episodes of season 5 of curse of oak island",18,18,1.0,1.0,1.0,1,2025-07-11T16:06:20.202282
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,712,how many episodes of touching evil are there,"Based on retrieved information, answer: how many episodes of touching evil are there",16,12,0.0,0.0,0.0,1,2025-07-11T16:06:21.252360
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,713,hyori bed and breakfast season 2 air date,"Based on retrieved information, answer: hyori bed and breakfast season 2 air date","February 4, 2018","october 22, 2017",0.0,0.0,0.0,3,2025-07-11T16:06:22.068261
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,714,if a piece of music is perceived to have changed key then we say the piece has,"Based on retrieved information, answer: if a piece of music is perceived to have changed key then we say the piece has",transposed,question : does it like after all,0.0,0.0,0.0,7,2025-07-11T16:06:23.486708
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,715,who has the most gold medals in the winter olympics of all time,"Based on retrieved information, answer: who has the most gold medals in the winter olympics of all time",Norway,norway,1.0,1.0,1.0,1,2025-07-11T16:06:24.966145
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,716,who sings the song let me love you,"Based on retrieved information, answer: who sings the song let me love you",DJ Snake featuring Justin Bieber,,0.0,0.0,0.0,0,2025-07-11T16:06:25.763322
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,717,when is the fourth movie of the divergent series coming out,"Based on retrieved information, answer: when is the fourth movie of the divergent series coming out",never made,june 2017,0.0,0.0,0.0,2,2025-07-11T16:06:26.259607
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,718,the cast of don't tell mom the babysitter's dead,"Based on retrieved information, answer: the cast of don't tell mom the babysitter's dead",Kimmy Robertson,david duchovny,0.0,0.0,0.0,2,2025-07-11T16:06:27.010922
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,719,the outer layer of the skin that contains no blood or nerve supply is the,"Based on retrieved information, answer: the outer layer of the skin that contains no blood or nerve supply is the",epidermis,epidermis,1.0,1.0,1.0,1,2025-07-11T16:06:27.742842
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,720,who won the battle of the first battle of bull run,"Based on retrieved information, answer: who won the battle of the first battle of bull run",Confederate victory,it was a confederate victory,0.0,0.5714285714285715,1.0,5,2025-07-11T16:06:28.392558
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,721,which country has the most coastline in the world,"Based on retrieved information, answer: which country has the most coastline in the world",Canada,russia,0.0,0.0,0.0,1,2025-07-11T16:06:28.915757
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,722,who won battle of the sexes tennis game,"Based on retrieved information, answer: who won battle of the sexes tennis game",Billie Jean King,billie jean king,1.0,1.0,1.0,3,2025-07-11T16:06:30.570309
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,723,who won in the brown vs board of education case,"Based on retrieved information, answer: who won in the brown vs board of education case",defendants,brown,0.0,0.0,0.0,1,2025-07-11T16:06:31.687060
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,724,ganglion axons forming the optic nerve run to the,"Based on retrieved information, answer: ganglion axons forming the optic nerve run to the",pretectal nucleus,primary visual cortex,0.0,0.0,0.0,3,2025-07-11T16:06:32.355958
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,725,when did the word of wisdom become mandatory,"Based on retrieved information, answer: when did the word of wisdom become mandatory",February 1834,1851,0.0,0.0,0.0,1,2025-07-11T16:06:32.764481
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,726,element named after fictional planet from which superman came,"Based on retrieved information, answer: element named after fictional planet from which superman came",Kryptonite,krypton,0.0,0.0,0.0,1,2025-07-11T16:06:33.795117
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,727,who wrote and performed i can only imagine,"Based on retrieved information, answer: who wrote and performed i can only imagine",Bart Millard,bart millard,1.0,1.0,1.0,2,2025-07-11T16:06:34.811116
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,728,what are the active materials of a lead acid battery,"Based on retrieved information, answer: what are the active materials of a lead acid battery",Lead,lead,1.0,1.0,1.0,1,2025-07-11T16:06:35.081293
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,729,the roman name for a liberal arts education is known as,"Based on retrieved information, answer: the roman name for a liberal arts education is known as",liberalia studia,education in a circle,0.0,0.0,0.0,4,2025-07-11T16:06:35.993605
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,730,who sings you're welcome in moana credits,"Based on retrieved information, answer: who sings you're welcome in moana credits",Dwayne Johnson,lin - manuel miranda,0.0,0.0,0.0,4,2025-07-11T16:06:37.290161
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,731,who developed the central processing unit (cpu),"Based on retrieved information, answer: who developed the central processing unit (cpu)",John von Neumann,john von neumann,1.0,1.0,1.0,3,2025-07-11T16:06:38.586606
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,732,who was kat slater's sisters in eastenders,"Based on retrieved information, answer: who was kat slater's sisters in eastenders",Zoe,belinda peacock,0.0,0.0,0.0,2,2025-07-11T16:06:39.259156
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,733,what is katie running from in safe haven,"Based on retrieved information, answer: what is katie running from in safe haven",her abusive husband,unknown subject of an investigation,0.0,0.0,0.0,5,2025-07-11T16:06:39.651183
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,734,when did they replace lead with graphite in pencils,"Based on retrieved information, answer: when did they replace lead with graphite in pencils",never contained the element lead,1795,0.0,0.0,0.0,1,2025-07-11T16:06:40.331701
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,735,what started the war between us and japan,"Based on retrieved information, answer: what started the war between us and japan",attack on Pearl Harbor,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:06:41.087901
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,736,how old is the actress who plays phyllis on y&r,"Based on retrieved information, answer: how old is the actress who plays phyllis on y&r",Gina Tognoni,50,0.0,0.0,0.0,1,2025-07-11T16:06:41.906757
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,737,who wrote the french declaration of the rights of man and of the citizen,"Based on retrieved information, answer: who wrote the french declaration of the rights of man and of the citizen",General Lafayette,thomas jefferson,0.0,0.0,0.0,2,2025-07-11T16:06:43.006267
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,738,when does sam realize he is jim in ghost whisperer,"Based on retrieved information, answer: when does sam realize he is jim in ghost whisperer",Leap of Faith,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:06:44.017010
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,739,what size engine does a 2005 honda civic have,"Based on retrieved information, answer: what size engine does a 2005 honda civic have",1169 cc,sohc engine,0.0,0.0,0.0,2,2025-07-11T16:06:44.802615
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,740,who won college basketball player of the year,"Based on retrieved information, answer: who won college basketball player of the year",A'ja Wilson,jalen brunson,0.0,0.0,0.0,2,2025-07-11T16:06:45.606842
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,741,a single period of precession of earth's axis is completed in about,"Based on retrieved information, answer: a single period of precession of earth's axis is completed in about","approximately 26,000 years","26,000 years",0.0,0.8,0.6666666666666666,2,2025-07-11T16:06:46.115056
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,742,locations for the film an englishman who went up a hill,"Based on retrieved information, answer: locations for the film an englishman who went up a hill",Llanrhaeadr-ym-Mochnant,llanrhaeadr - moh - mochnant,0.0,0.0,0.0,5,2025-07-11T16:06:47.621477
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,743,rizal finished all the chapters of the novel noli me tangere in,"Based on retrieved information, answer: rizal finished all the chapters of the novel noli me tangere in",December 1886,rococo - era france,0.0,0.0,0.0,4,2025-07-11T16:06:49.047998
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,744,who sang the superbowl national anthem in 2017,"Based on retrieved information, answer: who sang the superbowl national anthem in 2017",Luke Bryan,idina menzel,0.0,0.0,0.0,2,2025-07-11T16:06:49.538423
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,745,who did the singing in into the woods,"Based on retrieved information, answer: who did the singing in into the woods",the cast,the main cast,0.0,0.8,1.0,3,2025-07-11T16:06:50.425798
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,746,which country has won maximum number of gold medal in asian game 2014,"Based on retrieved information, answer: which country has won maximum number of gold medal in asian game 2014",China,pakistan,0.0,0.0,0.0,1,2025-07-11T16:06:51.143124
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,747,which country is the last member of saarc,"Based on retrieved information, answer: which country is the last member of saarc",Afghanistan,afghanistan,1.0,1.0,1.0,1,2025-07-11T16:06:51.704021
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,748,who plays timon in lion king on broadway,"Based on retrieved information, answer: who plays timon in lion king on broadway",Max Casella,harry hadden - paton,0.0,0.0,0.0,4,2025-07-11T16:06:52.806554
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,749,what caused the breakup of the democratic republican party,"Based on retrieved information, answer: what caused the breakup of the democratic republican party",the disputed 1824 presidential election,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:06:54.034699
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,750,most passing yards in nfl history in a game,"Based on retrieved information, answer: most passing yards in nfl history in a game",Norm Van Brocklin,554,0.0,0.0,0.0,1,2025-07-11T16:06:54.750072
