experiment_id,template,template_purpose,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
seven_template_20250711_065702,direct_answer,Direct instruction approach,266,Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what,Answer the question: Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what,intractable problems,mathematical problem,0.0,0.0,0.0,2,2025-07-11T07:09:57.797407
seven_template_20250711_065702,direct_answer,Direct instruction approach,267,Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm,Answer the question: Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm,exponential-time algorithms,decision problem,0.0,0.0,0.0,2,2025-07-11T07:09:58.123586
seven_template_20250711_065702,direct_answer,Direct instruction approach,268,"If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable","Answer the question: If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable",NP-complete problems,,0.0,0.0,0.0,0,2025-07-11T07:09:58.310239
seven_template_20250711_065702,direct_answer,Direct instruction approach,269,What eponymous variation of arithmetic presents a decision problem not evidenced in P,Answer the question: What eponymous variation of arithmetic presents a decision problem not evidenced in P,Presburger arithmetic,turing jump,0.0,0.0,0.0,2,2025-07-11T07:09:58.542403
seven_template_20250711_065702,direct_answer,Direct instruction approach,270,"Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time","Answer the question: Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time",algorithms have been written,to find a solution,0.0,0.0,0.0,4,2025-07-11T07:09:58.842521
seven_template_20250711_065702,direct_answer,Direct instruction approach,271,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes,Answer the question: What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes,NP-complete knapsack problem,reachability,0.0,0.0,0.0,1,2025-07-11T07:09:59.156986
seven_template_20250711_065702,direct_answer,Direct instruction approach,272,How quickly can an algorithm solve an NP-complete knapsack problem,Answer the question: How quickly can an algorithm solve an NP-complete knapsack problem,in less than quadratic time,in polynomial time,0.0,0.5,0.4,3,2025-07-11T07:09:59.490676
seven_template_20250711_065702,direct_answer,Direct instruction approach,273,What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms,Answer the question: What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms,NP-complete Boolean satisfiability problem,straw man,0.0,0.0,0.0,2,2025-07-11T07:09:59.690981
seven_template_20250711_065702,direct_answer,Direct instruction approach,274,What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems,Answer the question: What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems,foundations were laid out,bayesian optimization,0.0,0.0,0.0,2,2025-07-11T07:09:59.922762
seven_template_20250711_065702,direct_answer,Direct instruction approach,275,Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems,Answer the question: Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems,Alan Turing,jack r. edmonds,0.0,0.0,0.0,3,2025-07-11T07:10:00.220332
seven_template_20250711_065702,direct_answer,Direct instruction approach,276,What theoretical device is attributed to Alan Turing,Answer the question: What theoretical device is attributed to Alan Turing,Turing machines,turing test,0.0,0.5,0.5,2,2025-07-11T07:10:00.501870
seven_template_20250711_065702,direct_answer,Direct instruction approach,277,In what year was the Alan Turing's definitional model of a computing device received,Answer the question: In what year was the Alan Turing's definitional model of a computing device received,1936,1950,0.0,0.0,0.0,1,2025-07-11T07:10:00.850406
seven_template_20250711_065702,direct_answer,Direct instruction approach,278,In the most basic sense what did a Turing machine emulate,Answer the question: In the most basic sense what did a Turing machine emulate,a computer,an arbitrary turing machine,0.0,0.0,0.0,4,2025-07-11T07:10:01.059898
seven_template_20250711_065702,direct_answer,Direct instruction approach,279,What paper is commonly considered the bellwether ushering in systematic studies computational complexity,Answer the question: What paper is commonly considered the bellwether ushering in systematic studies computational complexity,On the Computational Complexity of Algorithms,white paper,0.0,0.0,0.0,2,2025-07-11T07:10:01.325455
seven_template_20250711_065702,direct_answer,Direct instruction approach,280,"What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""","Answer the question: What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""",Juris Hartmanis and Richard Stearns,alan turing,0.0,0.0,0.0,2,2025-07-11T07:10:01.775208
seven_template_20250711_065702,direct_answer,Direct instruction approach,281,In what year was Hatmanis and Stearn's seminal work in computational complexity received?,Answer the question: In what year was Hatmanis and Stearn's seminal work in computational complexity received?,1965,2006,0.0,0.0,0.0,1,2025-07-11T07:10:01.970411
seven_template_20250711_065702,direct_answer,Direct instruction approach,282,"What complex measurements were defined by ""On the Computational Complexity of Algorithms""","Answer the question: What complex measurements were defined by ""On the Computational Complexity of Algorithms""",time and space,computational complexity,0.0,0.0,0.0,2,2025-07-11T07:10:02.194078
seven_template_20250711_065702,direct_answer,Direct instruction approach,283,"In what year did Edmond's characterize a ""good"" algorithm","Answer the question: In what year did Edmond's characterize a ""good"" algorithm",1965,1876,0.0,0.0,0.0,1,2025-07-11T07:10:02.548297
seven_template_20250711_065702,direct_answer,Direct instruction approach,284,Who provided a definition of linear bounded automata in 1960,Answer the question: Who provided a definition of linear bounded automata in 1960,John Myhill,michael lukov,0.0,0.0,0.0,2,2025-07-11T07:10:02.843367
seven_template_20250711_065702,direct_answer,Direct instruction approach,285,In what year did Raymond Sullivan publish a study of rudimentary sets,Answer the question: In what year did Raymond Sullivan publish a study of rudimentary sets,1961,1790,0.0,0.0,0.0,1,2025-07-11T07:10:03.211858
seven_template_20250711_065702,direct_answer,Direct instruction approach,286,"In 1962, who was responsible for the authorship of a paper published on real time-computations","Answer the question: In 1962, who was responsible for the authorship of a paper published on real time-computations",Hisao Yamada,real - time computer programs,0.0,0.0,0.0,5,2025-07-11T07:10:03.488760
seven_template_20250711_065702,direct_answer,Direct instruction approach,287,What is the concrete choice typically assumed by most complexity-theoretic theorems,Answer the question: What is the concrete choice typically assumed by most complexity-theoretic theorems,input encoding,decision,0.0,0.0,0.0,1,2025-07-11T07:10:03.706107
seven_template_20250711_065702,direct_answer,Direct instruction approach,288,"In the effort of maintaining a level of abstraction, what choice is typically left independent","Answer the question: In the effort of maintaining a level of abstraction, what choice is typically left independent",encoding,the programmer,0.0,0.0,0.0,2,2025-07-11T07:10:04.067783
seven_template_20250711_065702,direct_answer,Direct instruction approach,289,Who is responsible for axiomatic complexity theory,Answer the question: Who is responsible for axiomatic complexity theory,Manuel Blum,manuel blum,1.0,1.0,1.0,2,2025-07-11T07:10:04.354163
seven_template_20250711_065702,direct_answer,Direct instruction approach,290,What theorem was implicated by Manuel Blum's axioms,Answer the question: What theorem was implicated by Manuel Blum's axioms,speed-up theorem,factorials n!,0.0,0.0,0.0,2,2025-07-11T07:10:04.754926
seven_template_20250711_065702,direct_answer,Direct instruction approach,291,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems,Answer the question: What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems,"""Reducibility Among Combinatorial Problems""",`` law of attraction '',0.0,0.0,0.0,5,2025-07-11T07:10:04.971382
seven_template_20250711_065702,direct_answer,Direct instruction approach,292,"How many combinatory and graph theoretical problems, formerly believed to be plagued by intractability, did Karp's paper address","Answer the question: How many combinatory and graph theoretical problems, formerly believed to be plagued by intractability, did Karp's paper address",21,one,0.0,0.0,0.0,1,2025-07-11T07:10:05.188612
seven_template_20250711_065702,direct_answer,Direct instruction approach,293,What is Southern California often abbreviated as,Answer the question: What is Southern California often abbreviated as,SoCal,southern california,0.0,0.0,0.0,2,2025-07-11T07:10:05.597482
seven_template_20250711_065702,direct_answer,Direct instruction approach,294,"Despite being traditionall described as ""eight counties"", how many counties does this region actually have","Answer the question: Despite being traditionall described as ""eight counties"", how many counties does this region actually have",10 counties,eight,0.0,0.0,0.0,1,2025-07-11T07:10:05.746667
seven_template_20250711_065702,direct_answer,Direct instruction approach,295,What is a major importance of Southern California in relation to California and the United States,Answer the question: What is a major importance of Southern California in relation to California and the United States,economic center,the `` southern united states '',0.0,0.0,0.0,6,2025-07-11T07:10:06.086206
seven_template_20250711_065702,direct_answer,Direct instruction approach,296,"What are the ties that best described what the ""eight counties"" are based on","Answer the question: What are the ties that best described what the ""eight counties"" are based on",demographics and economic ties,county by county,0.0,0.0,0.0,3,2025-07-11T07:10:06.445543
seven_template_20250711_065702,direct_answer,Direct instruction approach,297,The reasons for the las two counties to be added are based on what,Answer the question: The reasons for the las two counties to be added are based on what,historical political divisions,age,0.0,0.0,0.0,1,2025-07-11T07:10:06.679957
seven_template_20250711_065702,direct_answer,Direct instruction approach,298,What is the name of the region that is not defined by the eight or 10 county definitions,Answer the question: What is the name of the region that is not defined by the eight or 10 county definitions,Southern California Megaregion,"hidden, or façade",0.0,0.0,0.0,3,2025-07-11T07:10:07.085708
seven_template_20250711_065702,direct_answer,Direct instruction approach,299,How many megaregions are there in the United States,Answer the question: How many megaregions are there in the United States,11,11,1.0,1.0,1.0,1,2025-07-11T07:10:07.297632
seven_template_20250711_065702,direct_answer,Direct instruction approach,300,What is the name of the state that the megaregion expands to in the east,Answer the question: What is the name of the state that the megaregion expands to in the east,Nevada,pennsylvania,0.0,0.0,0.0,1,2025-07-11T07:10:07.607295
seven_template_20250711_065702,direct_answer,Direct instruction approach,301,Which border does the megaregion extend over,Answer the question: Which border does the megaregion extend over,Mexican,the united states,0.0,0.0,0.0,3,2025-07-11T07:10:07.823584
seven_template_20250711_065702,direct_answer,Direct instruction approach,302,What is the name of the area past the border that the megaregion extends into,Answer the question: What is the name of the area past the border that the megaregion extends into,Tijuana,cascadia,0.0,0.0,0.0,1,2025-07-11T07:10:08.055312
seven_template_20250711_065702,direct_answer,Direct instruction approach,303,Which coastline does Southern California touch,Answer the question: Which coastline does Southern California touch,Pacific,the oregon coast,0.0,0.0,0.0,3,2025-07-11T07:10:08.306488
seven_template_20250711_065702,direct_answer,Direct instruction approach,304,How many metropolitan areas does Southern California's population encompass,Answer the question: How many metropolitan areas does Southern California's population encompass,seven,two,0.0,0.0,0.0,1,2025-07-11T07:10:08.645221
seven_template_20250711_065702,direct_answer,Direct instruction approach,305,How many inhabitants does the Los Angeles area contain,Answer the question: How many inhabitants does the Los Angeles area contain,12 million,"14,612,439",0.0,0.0,0.0,1,2025-07-11T07:10:08.810177
seven_template_20250711_065702,direct_answer,Direct instruction approach,306,Which of the three heavily populated areas has the least number of inhabitants,Answer the question: Which of the three heavily populated areas has the least number of inhabitants,San Diego,guyana,0.0,0.0,0.0,1,2025-07-11T07:10:09.073077
seven_template_20250711_065702,direct_answer,Direct instruction approach,307,How many people does the Greater Los Angeles Area have,Answer the question: How many people does the Greater Los Angeles Area have,17.5 million,18.7 million,0.0,0.5,0.5,2,2025-07-11T07:10:09.416407
seven_template_20250711_065702,direct_answer,Direct instruction approach,308,What is the name of the water body that is found to the east,Answer the question: What is the name of the water body that is found to the east,Colorado River,atlantic sea,0.0,0.0,0.0,2,2025-07-11T07:10:09.671874
seven_template_20250711_065702,direct_answer,Direct instruction approach,309,What is the name of the desert on the border of Arizona,Answer the question: What is the name of the desert on the border of Arizona,Colorado Desert,sonora,0.0,0.0,0.0,1,2025-07-11T07:10:09.954645
seven_template_20250711_065702,direct_answer,Direct instruction approach,310,What is the name of the desert near the border of Nevada,Answer the question: What is the name of the desert near the border of Nevada,Mojave Desert,mojave desert,1.0,1.0,1.0,2,2025-07-11T07:10:10.198913
seven_template_20250711_065702,direct_answer,Direct instruction approach,311,What is the name of the border to the south,Answer the question: What is the name of the border to the south,Mexico–United States border,the isthmus of panama,0.0,0.0,0.0,4,2025-07-11T07:10:10.533282
seven_template_20250711_065702,direct_answer,Direct instruction approach,312,The cities of Los Angeles and San Diego are a part of which state,Answer the question: The cities of Los Angeles and San Diego are a part of which state,California,california,1.0,1.0,1.0,1,2025-07-11T07:10:10.879116
seven_template_20250711_065702,direct_answer,Direct instruction approach,313,What is the population of Los Angeles,Answer the question: What is the population of Los Angeles,"3,792,621","13,918,653",0.0,0.0,0.0,1,2025-07-11T07:10:11.136120
seven_template_20250711_065702,direct_answer,Direct instruction approach,314,Which city is the most populous in California,Answer the question: Which city is the most populous in California,Los Angeles,los angeles,1.0,1.0,1.0,2,2025-07-11T07:10:11.400823
seven_template_20250711_065702,direct_answer,Direct instruction approach,315,What is the eighth most populous city in the nation,Answer the question: What is the eighth most populous city in the nation,San Diego,los angeles,0.0,0.0,0.0,2,2025-07-11T07:10:11.642258
seven_template_20250711_065702,direct_answer,Direct instruction approach,316,In which cardinal direction from Los Angeles is San Diego,Answer the question: In which cardinal direction from Los Angeles is San Diego,south,south,1.0,1.0,1.0,1,2025-07-11T07:10:11.943127
seven_template_20250711_065702,direct_answer,Direct instruction approach,317,"Orange, San Diego, Riverside and San Bernardino make up four of the five counties. What is the name of the last county","Answer the question: Orange, San Diego, Riverside and San Bernardino make up four of the five counties. What is the name of the last county",Los Angeles,san diego,0.0,0.0,0.0,2,2025-07-11T07:10:12.314404
seven_template_20250711_065702,direct_answer,Direct instruction approach,318,What country are all the counties in,Answer the question: What country are all the counties in,United States,united states,1.0,1.0,1.0,2,2025-07-11T07:10:12.501296
seven_template_20250711_065702,direct_answer,Direct instruction approach,319,"What are Los Angeles, Orange, San Diego, San Bernardino and Riverside","Answer the question: What are Los Angeles, Orange, San Diego, San Bernardino and Riverside",counties,san diego,0.0,0.0,0.0,2,2025-07-11T07:10:12.774333
seven_template_20250711_065702,direct_answer,Direct instruction approach,320,What is the lowest ranking one of the counties could have in terms of most populous counties in the United States,Answer the question: What is the lowest ranking one of the counties could have in terms of most populous counties in the United States,15,district of columbia,0.0,0.0,0.0,3,2025-07-11T07:10:13.141540
seven_template_20250711_065702,direct_answer,Direct instruction approach,321,What is the smallest geographical region discussed,Answer the question: What is the smallest geographical region discussed,counties,northern asia,0.0,0.0,0.0,2,2025-07-11T07:10:13.347421
seven_template_20250711_065702,direct_answer,Direct instruction approach,322,What is the name given to the district that is associated with the motion picture industry,Answer the question: What is the name given to the district that is associated with the motion picture industry,Hollywood,district of hollywood,0.0,0.5,1.0,3,2025-07-11T07:10:13.597724
seven_template_20250711_065702,direct_answer,Direct instruction approach,323,Which city does the Hollywood district belong to,Answer the question: Which city does the Hollywood district belong to,Los Angeles,los angeles,1.0,1.0,1.0,2,2025-07-11T07:10:13.876120
seven_template_20250711_065702,direct_answer,Direct instruction approach,324,Which company owns ABC,Answer the question: Which company owns ABC,The Walt Disney Company,australian broadcasting corporation,0.0,0.0,0.0,3,2025-07-11T07:10:14.170733
seven_template_20250711_065702,direct_answer,Direct instruction approach,325,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles","Answer the question: Other than the motion picture and television industry, what other major industry is centered in Los Angeles",music,the entertainment industry,0.0,0.0,0.0,3,2025-07-11T07:10:14.503882
seven_template_20250711_065702,direct_answer,Direct instruction approach,326,"Other than Universal and Warner Brothers, what other company runs a major record company","Answer the question: Other than Universal and Warner Brothers, what other company runs a major record company",Sony,warner bros.,0.0,0.0,0.0,2,2025-07-11T07:10:14.765901
seven_template_20250711_065702,direct_answer,Direct instruction approach,327,"Other than surf, what other culture is southern California home to","Answer the question: Other than surf, what other culture is southern California home to",skateboard,other culture,0.0,0.0,0.0,2,2025-07-11T07:10:15.082122
seven_template_20250711_065702,direct_answer,Direct instruction approach,328,What is the name of the professional skateboarder that lives in southern California,Answer the question: What is the name of the professional skateboarder that lives in southern California,Tony Hawk,stevie williams,0.0,0.0,0.0,2,2025-07-11T07:10:15.336742
seven_template_20250711_065702,direct_answer,Direct instruction approach,329,What famous snowbaorder lives in southern California,Answer the question: What famous snowbaorder lives in southern California,Shaun White,california city,0.0,0.0,0.0,2,2025-07-11T07:10:15.652004
seven_template_20250711_065702,direct_answer,Direct instruction approach,330,Southern California is second to which island in terms of famous serf breaks,Answer the question: Southern California is second to which island in terms of famous serf breaks,Oahu,,0.0,0.0,0.0,0,2025-07-11T07:10:16.006670
seven_template_20250711_065702,direct_answer,Direct instruction approach,331,What is the shortened name of the annual yacht race that takes place,Answer the question: What is the shortened name of the annual yacht race that takes place,Transpac,america's cup,0.0,0.0,0.0,2,2025-07-11T07:10:16.180181
seven_template_20250711_065702,direct_answer,Direct instruction approach,332,What is the name of the desert city,Answer the question: What is the name of the desert city,Palm Springs,algiers,0.0,0.0,0.0,1,2025-07-11T07:10:16.415816
seven_template_20250711_065702,direct_answer,Direct instruction approach,333,Other than the desert city why do many locals and tourists frequent southern California,Answer the question: Other than the desert city why do many locals and tourists frequent southern California,beaches,beaches,1.0,1.0,1.0,1,2025-07-11T07:10:16.834717
seven_template_20250711_065702,direct_answer,Direct instruction approach,334,Which region of California is Palm Springs located in,Answer the question: Which region of California is Palm Springs located in,southern,desert,0.0,0.0,0.0,1,2025-07-11T07:10:17.176836
seven_template_20250711_065702,direct_answer,Direct instruction approach,335,"Other than for its resort feel, what is Palm Springs popular for","Answer the question: Other than for its resort feel, what is Palm Springs popular for",open spaces,its mid-century modern feel,0.0,0.0,0.0,4,2025-07-11T07:10:17.511865
seven_template_20250711_065702,direct_answer,Direct instruction approach,336,"Geographically speaking, where is California's north - south midway point in terms of latitude","Answer the question: Geographically speaking, where is California's north - south midway point in terms of latitude","37° 9' 58.23""",california tri-cities area,0.0,0.0,0.0,3,2025-07-11T07:10:17.920082
seven_template_20250711_065702,direct_answer,Direct instruction approach,337,How many miles south of San Jose is the north - south midway point located,Answer the question: How many miles south of San Jose is the north - south midway point located,11,160 miles,0.0,0.0,0.0,2,2025-07-11T07:10:18.163098
seven_template_20250711_065702,direct_answer,Direct instruction approach,338,"The term ""southern"" California usually refers to how many of the southern-most counties of the state","Answer the question: The term ""southern"" California usually refers to how many of the southern-most counties of the state",ten,eight,0.0,0.0,0.0,1,2025-07-11T07:10:18.360057
seven_template_20250711_065702,direct_answer,Direct instruction approach,339,"Other than Point Conception, what landmark is used in the other definition of southern California","Answer the question: Other than Point Conception, what landmark is used in the other definition of southern California",Tehachapi Mountains,mount diablo,0.0,0.0,0.0,2,2025-07-11T07:10:18.617243
seven_template_20250711_065702,direct_answer,Direct instruction approach,340,Point Conception is an example of a landmark among what boundary of southern California,Answer the question: Point Conception is an example of a landmark among what boundary of southern California,northern,division between southern and central california,0.0,0.0,0.0,6,2025-07-11T07:10:19.078062
seven_template_20250711_065702,direct_answer,Direct instruction approach,341,Which country used to rule California,Answer the question: Which country used to rule California,Mexico,mexico,1.0,1.0,1.0,1,2025-07-11T07:10:19.310609
seven_template_20250711_065702,direct_answer,Direct instruction approach,342,Los Angeles is in the lower part of what,Answer the question: Los Angeles is in the lower part of what,Alta California,southern california,0.0,0.5,0.5,2,2025-07-11T07:10:19.587760
seven_template_20250711_065702,direct_answer,Direct instruction approach,343,Which Californio is located in the upper part,Answer the question: Which Californio is located in the upper part,Monterey,san francisco,0.0,0.0,0.0,2,2025-07-11T07:10:20.040651
seven_template_20250711_065702,direct_answer,Direct instruction approach,344,What was the name of the legislation passed in 1850,Answer the question: What was the name of the legislation passed in 1850,the Missouri Compromise,the compromise of 1850,0.0,0.5714285714285715,0.6666666666666666,4,2025-07-11T07:10:20.205819
seven_template_20250711_065702,direct_answer,Direct instruction approach,345,The legislation allowed California to be admitted to the Union as what kind of state,Answer the question: The legislation allowed California to be admitted to the Union as what kind of state,free,a free state,0.0,0.5,1.0,3,2025-07-11T07:10:20.404212
seven_template_20250711_065702,direct_answer,Direct instruction approach,346,"Other than land laws, what else were the Californios dissatisfied with","Answer the question: Other than land laws, what else were the Californios dissatisfied with",inequitable taxes,the idea of single citizenship,0.0,0.0,0.0,5,2025-07-11T07:10:20.675409
seven_template_20250711_065702,direct_answer,Direct instruction approach,347,What was the name given to the regions in which the pro - slavery southerners lived,Answer the question: What was the name given to the regions in which the pro - slavery southerners lived,Cow Counties,the,0.0,0.0,0.0,1,2025-07-11T07:10:21.012554
seven_template_20250711_065702,direct_answer,Direct instruction approach,348,How many times did southern California attempt to achieve a separate statehood,Answer the question: How many times did southern California attempt to achieve a separate statehood,three,four,0.0,0.0,0.0,1,2025-07-11T07:10:21.140217
seven_template_20250711_065702,direct_answer,Direct instruction approach,349,What was the percentage of people that voted in favor of the Pico Act of 1859,Answer the question: What was the percentage of people that voted in favor of the Pico Act of 1859,75,60 %,0.0,0.0,0.0,2,2025-07-11T07:10:21.426541
seven_template_20250711_065702,direct_answer,Direct instruction approach,350,Which Senator was a strong advocate for the Pico Act,Answer the question: Which Senator was a strong advocate for the Pico Act,Milton Latham,lewis cass,0.0,0.0,0.0,2,2025-07-11T07:10:21.746052
seven_template_20250711_065702,direct_answer,Direct instruction approach,351,Which newspaper defined southern California,Answer the question: Which newspaper defined southern California,Los Angeles Times,los angeles times,1.0,1.0,1.0,3,2025-07-11T07:10:22.048993
seven_template_20250711_065702,direct_answer,Direct instruction approach,352,In which year did the newspaper define southern California,Answer the question: In which year did the newspaper define southern California,1900,1900,1.0,1.0,1.0,1,2025-07-11T07:10:22.390054
seven_template_20250711_065702,direct_answer,Direct instruction approach,353,In which year did the newspaper change its previous definition,Answer the question: In which year did the newspaper change its previous definition,1999,1973,0.0,0.0,0.0,1,2025-07-11T07:10:22.638904
seven_template_20250711_065702,direct_answer,Direct instruction approach,354,What was the newer county added to the list,Answer the question: What was the newer county added to the list,Imperial,county of columbia,0.0,0.0,0.0,3,2025-07-11T07:10:23.032774
seven_template_20250711_065702,direct_answer,Direct instruction approach,355,How many counties initially made up the definition of southern California,Answer the question: How many counties initially made up the definition of southern California,seven,five,0.0,0.0,0.0,1,2025-07-11T07:10:23.247754
seven_template_20250711_065702,direct_answer,Direct instruction approach,356,Which organizations most commonly divide and promote the state,Answer the question: Which organizations most commonly divide and promote the state,regional tourism groups,divided government,0.0,0.0,0.0,2,2025-07-11T07:10:23.665876
seven_template_20250711_065702,direct_answer,Direct instruction approach,357,"Other than the Automobile Club of Southern California, what other AAA Auto Club chose to simplify the divide","Answer the question: Other than the Automobile Club of Southern California, what other AAA Auto Club chose to simplify the divide",California State Automobile Association,automobile club of southern california,0.0,0.4444444444444445,0.5,5,2025-07-11T07:10:23.890838
seven_template_20250711_065702,direct_answer,Direct instruction approach,358,The two AAA clubs divided the state into a northern and southern California as opposed to what point of view,Answer the question: The two AAA clubs divided the state into a northern and southern California as opposed to what point of view,three-region,,0.0,0.0,0.0,0,2025-07-11T07:10:24.094648
seven_template_20250711_065702,direct_answer,Direct instruction approach,359,Which mountain range influenced the split of the regions,Answer the question: Which mountain range influenced the split of the regions,Tehachapis,cimmerian orogeny,0.0,0.0,0.0,2,2025-07-11T07:10:24.469554
seven_template_20250711_065702,direct_answer,Direct instruction approach,360,"In the definition based off the mountain range, which region would the desert portions of north Los Angeles County be included in","Answer the question: In the definition based off the mountain range, which region would the desert portions of north Los Angeles County be included in",southern,the atlantic ocean,0.0,0.0,0.0,3,2025-07-11T07:10:24.751063
seven_template_20250711_065702,direct_answer,Direct instruction approach,361,Where does southern California's megalopolis standard in terms of population nationwide,Answer the question: Where does southern California's megalopolis standard in terms of population nationwide,third,2018,0.0,0.0,0.0,1,2025-07-11T07:10:24.952455
seven_template_20250711_065702,direct_answer,Direct instruction approach,362,"Although southern california consts of a heavily developed urban environment, how much of it has been left undeveloped","Answer the question: Although southern california consts of a heavily developed urban environment, how much of it has been left undeveloped",vast areas,much of it has been left undeveloped,0.0,0.0,0.0,7,2025-07-11T07:10:25.375681
seven_template_20250711_065702,direct_answer,Direct instruction approach,363,"Southern Californian communities are well known to be large, spread - out, and what other characteristic","Answer the question: Southern Californian communities are well known to be large, spread - out, and what other characteristic",suburban,large,0.0,0.0,0.0,1,2025-07-11T07:10:25.580076
seven_template_20250711_065702,direct_answer,Direct instruction approach,364,"Outside of its use of automobiles, what else is southern California famous for using","Answer the question: Outside of its use of automobiles, what else is southern California famous for using",highways,tourism,0.0,0.0,0.0,1,2025-07-11T07:10:25.793305
seven_template_20250711_065702,direct_answer,Direct instruction approach,365,What kind of region can be found inside the urban area of southern California,Answer the question: What kind of region can be found inside the urban area of southern California,international metropolitan,urban agglomeration,0.0,0.0,0.0,2,2025-07-11T07:10:26.131634
seven_template_20250711_065702,direct_answer,Direct instruction approach,366,What is the main gap to continued urbanization,Answer the question: What is the main gap to continued urbanization,Camp Pendleton,cost,0.0,0.0,0.0,1,2025-07-11T07:10:26.412461
seven_template_20250711_065702,direct_answer,Direct instruction approach,367,"Other than the San Diego metropolitan area, what other area are the communities along Interstates 15 and 215 connected with","Answer the question: Other than the San Diego metropolitan area, what other area are the communities along Interstates 15 and 215 connected with",Inland Empire,san diego metropolitan area,0.0,0.0,0.0,4,2025-07-11T07:10:26.955111
seven_template_20250711_065702,direct_answer,Direct instruction approach,368,Who considers Los Angeles County to be a separate metropolitan area,Answer the question: Who considers Los Angeles County to be a separate metropolitan area,United States Census Bureau,,0.0,0.0,0.0,0,2025-07-11T07:10:27.085058
seven_template_20250711_065702,direct_answer,Direct instruction approach,369,Other than L.A. which other county do many people commute to,Answer the question: Other than L.A. which other county do many people commute to,Orange,county of columbia,0.0,0.0,0.0,3,2025-07-11T07:10:27.259177
seven_template_20250711_065702,direct_answer,Direct instruction approach,370,"Other than the 1980s, in which decade did most of San Bernardino and Riverside Counties develop","Answer the question: Other than the 1980s, in which decade did most of San Bernardino and Riverside Counties develop",1990s,1990s,1.0,1.0,1.0,1,2025-07-11T07:10:27.474242
seven_template_20250711_065702,direct_answer,Direct instruction approach,371,What kind of climate does southern California maintain,Answer the question: What kind of climate does southern California maintain,Mediterranean,desert,0.0,0.0,0.0,1,2025-07-11T07:10:27.804496
seven_template_20250711_065702,direct_answer,Direct instruction approach,372,"Other than many sunny days, what characteristic is typical for the climate in souther California","Answer the question: Other than many sunny days, what characteristic is typical for the climate in souther California",infrequent rain,many sunny days,0.0,0.0,0.0,3,2025-07-11T07:10:28.061693
seven_template_20250711_065702,direct_answer,Direct instruction approach,373,What is the low end of the temperature range in summer,Answer the question: What is the low end of the temperature range in summer,60's,around - 10 ° f,0.0,0.0,0.0,5,2025-07-11T07:10:28.440989
seven_template_20250711_065702,direct_answer,Direct instruction approach,374,How frequent is snow in the Southwest of the state,Answer the question: How frequent is snow in the Southwest of the state,very rare,frequent,0.0,0.0,0.0,1,2025-07-11T07:10:28.657871
seven_template_20250711_065702,direct_answer,Direct instruction approach,375,What is the high end of the temperature range in winter,Answer the question: What is the high end of the temperature range in winter,70,around - 10 ° f,0.0,0.0,0.0,5,2025-07-11T07:10:28.953647
seven_template_20250711_065702,direct_answer,Direct instruction approach,376,What term best describes southern California's collection of landscapes,Answer the question: What term best describes southern California's collection of landscapes,varied,mojave desert,0.0,0.0,0.0,2,2025-07-11T07:10:29.220692
seven_template_20250711_065702,direct_answer,Direct instruction approach,377,The region spans starting at islands found in which body of water,Answer the question: The region spans starting at islands found in which body of water,Pacific Ocean,ocean,0.0,0.6666666666666666,0.5,1,2025-07-11T07:10:29.457080
seven_template_20250711_065702,direct_answer,Direct instruction approach,378,What type of landscapes other than geologic and natural ecosystem landscapes can be found in southern California,Answer the question: What type of landscapes other than geologic and natural ecosystem landscapes can be found in southern California,topographic,desert,0.0,0.0,0.0,1,2025-07-11T07:10:29.921218
seven_template_20250711_065702,direct_answer,Direct instruction approach,379,The region spans which mountains other than the Transverse ranges,Answer the question: The region spans which mountains other than the Transverse ranges,Peninsular,the peninsular ranges,0.0,0.5,1.0,3,2025-07-11T07:10:30.155071
